"priority","origin","customer_type__c","subject","isdeleted","systemmodstamp","db_case_duration_hours__c","external_id__c","createddate","isclosed","casenumber","sfid","id","_hc_lastop","_hc_err","reason","valid__c","type"
"Medium","Twitter",NULL,"I liked a @YouTube video https://t.co/lTvoPYn3H...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:12:24",True,"00002385","50046000007aCzaAAE",803,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Happiness is to realize that #KBC is starting f...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:12:24",True,"00002386","50046000007aCzbAAE",804,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"I liked a @YouTube video https://t.co/IRgYPtjvg...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:09:13",True,"00002228","50046000007aCvcAAE",805,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@ManishPaul03 Hey Manish. I was wrong about you...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:09:15",True,"00002235","50046000007aCvjAAE",806,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Good thing is KBC back from tomorrow 😍 by my s...",False,"2019-02-26 05:55:05",NULL,NULL,"2018-09-19 11:10:11",True,"00002295","50046000007aCxOAAU",807,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Surprised to see @reliancejio skip sponsoring #...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:21:24",True,"00002604","50046000007aD7FAAU",808,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyTV how to play KBC play along when your ap...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:21:25",True,"00002605","50046000007aD7GAAU",809,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyTV  KBC AAP is not working. Pls see screen...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:21:25",True,"00002606","50046000007aD7HAAU",810,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyTV @SrBachchan #KBC10 first day first show...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:21:25",True,"00002607","50046000007aD7IAAU",811,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"#KBC10 Sony liv not working why why why",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:21:26",True,"00002608","50046000007aD7JAAU",812,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SrBachchan sir I couldn’t play KBC through Son...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:21:26",True,"00002609","50046000007aD7KAAU",813,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Facebook",NULL,"Kbc play along is not working properly please d...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 12:12:16",True,"00002735","50046000007aDX7AAM",814,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Facebook",NULL,"Update the app not working when question change...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 12:12:16",True,"00002736","50046000007aDX8AAM",815,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Facebook",NULL,"Tonight's going to be a good night!      Watch ...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 12:12:17",True,"00002737","50046000007aDX9AAM",816,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Facebook",NULL,"To INDIAN IDOL SEASON 10. Respected Anuji, Neha...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 12:12:18",True,"00002738","50046000007aDXAAA2",817,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Facebook",NULL,"Aaj se aapka Sat-Sun hone waala hai aur bhi ent...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 12:12:18",True,"00002739","50046000007aDXBAA2",818,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"I liked a @YouTube video https://t.co/dZKdcLCPN...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:16:40",True,"00002565","50046000007aD4tAAE",819,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Hey Guys.....   #KBC10 Lots of love and congrat...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:16:41",True,"00002566","50046000007aD4uAAE",820,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"#KBC10 let  start 🔜🔜🔜🔜🔜🔜🔜🔜🔜🔜🔜🔜🔜🔜�...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:21:43",True,"00002636","50046000007aD87AAE",821,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyTV  great service.. first day first show. ...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:21:44",True,"00002639","50046000007aD8AAAU",822,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"#Sonylive not working #KBC10",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:21:45",True,"00002641","50046000007aD8HAAU",823,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyTV @SrBachchan #KBC10 first day first show...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:21:45",True,"00002642","50046000007aD8IAAU",824,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyTV @SrBachchan @kbcsony #kbc looks like th...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:21:46",True,"00002643","50046000007aD8JAAU",825,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SrBachchan Congratulations sir, but unfortunat...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:16:49",True,"00002572","50046000007aD5IAAU",826,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV @SrBachchan @MahindraMarazzo @havellsi...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:24:32",True,"00002729","50046000007aDBQAA2",827,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@anjanaomkashyap @SonyTV @SrBachchan @babubasu ...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:24:33",True,"00002730","50046000007aDBRAA2",828,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyTV @SonyLIV @SrBachchan The app is not wor...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:24:33",True,"00002731","50046000007aDBSAA2",829,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"I am waiting for the most knowledgeable and mos...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:16:42",True,"00002567","50046000007aD4yAAE",830,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Facebook",NULL,"I am using this app on FireTv , Sony 1080p. Vid...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 12:12:19",True,"00002741","50046000007aDXMAA2",831,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV  App not working for KBC",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:23:22",True,"00002695","50046000007aDAIAA2",832,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@kbc Sony live app is not working during kbc",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:23:23",True,"00002696","50046000007aDAJAA2",833,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyTV sony liv not properly working unable to...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:23:23",True,"00002697","50046000007aDAKAA2",834,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Today My wait finally ended, the Very beginning...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:23:23",True,"00002698","50046000007aDALAA2",835,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SrBachchan #KBC10 #playalong not working. Pls ...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:23:24",True,"00002699","50046000007aDAMAA2",836,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"#KBC10 seems @SonyLIV app crashes when it comes...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:23:24",True,"00002700","50046000007aDASAA2",837,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyTV  SonyLiv is not working",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:23:24",True,"00002701","50046000007aDATAA2",838,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyTV please give explanations why your SONY ...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:23:25",True,"00002702","50046000007aDAUAA2",839,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyTV  KBC play along not working , crashing ...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:23:25",True,"00002703","50046000007aDAVAA2",840,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV KBC PLAY ALONG IS NOT WORKING PLS UPDA...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:23:25",True,"00002704","50046000007aDAWAA2",841,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Having repeatedly problem in @SonyLIV app. Tryi...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:23:26",True,"00002705","50046000007aDAXAA2",842,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SPNSportsIndia @SonyLIV unbelieavable coverage...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 16:58:39",True,"00002742","50046000007aFpnAAE",843,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Dear @SrBachchan sir pls tell your #KBC team to...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 16:58:39",True,"00002743","50046000007aFpoAAE",844,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV boss..you app is not working..we can p...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 16:58:40",True,"00002744","50046000007aFppAAE",845,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Dear @SonyTV your mobile app @SonyLIV  is not w...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 16:58:40",True,"00002745","50046000007aFpqAAE",846,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV #KBC10 should we watch it or not can't...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 16:58:41",True,"00002746","50046000007aFprAAE",847,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Could you please explain this problem with solu...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 16:58:41",True,"00002747","50046000007aFpsAAE",848,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV @SonyTV #KBC10 should we watch it or n...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 16:58:42",True,"00002748","50046000007aFptAAE",849,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SrBachchan Sir ...Har mobile khel sakega not w...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 16:58:42",True,"00002749","50046000007aFpuAAE",850,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV server down app crash several times #k...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 16:58:42",True,"00002750","50046000007aFpvAAE",851,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SrBachchan Sir, I am waiting and wasting my ti...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 16:58:43",True,"00002751","50046000007aFpwAAE",852,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"How to solved Kbc play along Loading Error Prob...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 16:58:43",True,"00002752","50046000007aFpxAAE",853,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Finally wait is over...✌  ""आदर आदाब अभिनंदन आभा...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:15:50",True,"00002553","50046000007aD45AAE",854,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Finally wait is over... Only 2hr Left.. Must wa...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:15:51",True,"00002554","50046000007aD46AAE",855,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@vandnavermaABEF @SrBachchan @SonyTV @RahulBh09...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:15:51",True,"00002555","50046000007aD47AAE",856,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV not fair your app has crashed , we can...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:21:30",True,"00002613","50046000007aD7WAAU",857,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@amitabh_bigb Sir..we couldn’t play kbc through...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:21:31",True,"00002614","50046000007aD7XAAU",858,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyTV @SrBachchan #KBC10 first day first show...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:21:31",True,"00002615","50046000007aD7dAAE",859,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Glad to see again @SrBachchan Sir..And congratu...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:21:32",True,"00002616","50046000007aD7eAAE",860,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Wow finally after very long break @SrBachchan i...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:18:03",True,"00002587","50046000007aD67AAE",861,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyTV @SonyLIV #KBC10 #playalong app not work...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:23:19",True,"00002687","50046000007aDA5AAM",862,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV @SrBachchan This app is not working Si...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:23:19",True,"00002688","50046000007aDA6AAM",863,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Now I can enjoy KBC Play Along while watching t...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:23:20",True,"00002689","50046000007aDA7AAM",864,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV  I am not able to play KBC on Sony Liv...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:23:20",True,"00002690","50046000007aDADAA2",865,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV  @SonyTV  KBC play along not working.....",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:23:20",True,"00002691","50046000007aDAEAA2",866,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Good to have #KaunBanegaCrorepati back on the T...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:23:21",True,"00002692","50046000007aDAFAA2",867,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Congratulations @anjanaomkashyap ji for being K...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:21:34",True,"00002619","50046000007aD7kAAE",868,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV Ur App for #KBC10 #KBCPlayAlong is not...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:21:34",True,"00002621","50046000007aD7mAAE",869,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"So the @SonyLIV app crashes with launch of KBC....",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:21:35",True,"00002622","50046000007aD7nAAE",870,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyTV @SrBachchan #KBC10 first day first show...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:21:36",True,"00002623","50046000007aD7oAAE",871,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyTV great service. first day first show.  B...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:21:36",True,"00002625","50046000007aD7qAAE",872,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV @SrBachchan @MahindraMarazzo @havellsi...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:21:47",True,"00002644","50046000007aD8MAAU",873,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@sonyliv #KBC10 application not working",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:23:27",True,"00002707","50046000007aDAcAAM",874,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Not working",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:23:28",True,"00002708","50046000007aDAdAAM",875,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Server is not working @SonyTV #KBC10",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:23:28",True,"00002709","50046000007aDAeAAM",876,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyTV #KBCPlayAlong How to play along when So...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:23:28",True,"00002710","50046000007aDAfAAM",877,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Congratulations  to the first contestants of #K...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:23:29",True,"00002711","50046000007aDAgAAM",878,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV very very disappointed tha app is very...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:23:29",True,"00002712","50046000007aDAhAAM",879,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"#KBC10 Sony liv not working...  Not done..",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:23:30",True,"00002713","50046000007aDAiAAM",880,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV @SonyTV doesn't seem to have load test...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:23:30",True,"00002714","50046000007aDAjAAM",881,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV kbc play along not working since telec...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:23:30",True,"00002715","50046000007aDAkAAM",882,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV  Not Working #KBCPlayAlong #KBC10 http...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:23:31",True,"00002718","50046000007aDAnAAM",883,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"My favorite show is coming today... Super excit...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:20:18",True,"00002596","50046000007aD6kAAE",884,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"#KBC10 on @SonyTV from today.. Yayyy one of my ...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:20:19",True,"00002597","50046000007aD6lAAE",885,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"SonyLiv app is not working @SonyTV @SonyLIV  #K...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 16:58:59",True,"00002781","50046000007aFqgAAE",886,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyTV your app @SonyLIV  is not working guys ...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 16:58:59",True,"00002782","50046000007aFqhAAE",887,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV why SonyLiv app is not working for KBC...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 16:59:00",True,"00002783","50046000007aFqiAAE",888,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Just half hours to go for #KBC10 Lots of love a...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:16:44",True,"00002568","50046000007aD53AAE",889,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Eagerly waiting for 9 PM and already tune @Sony...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:16:45",True,"00002569","50046000007aD54AAE",890,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Facebook",NULL,"Sony Liv app not working properly",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 12:12:14",True,"00002732","50046000007aDX2AAM",891,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Facebook",NULL,"Yeh weekend hoga aur bhi entertaining kyunki aa...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 12:12:14",True,"00002733","50046000007aDX3AAM",892,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Facebook",NULL,"Join your favorite contestants as they answer y...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 12:12:15",True,"00002734","50046000007aDX4AAM",893,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SwetaSinghFn @SrBachchan @SonyTV Good night",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:21:57",True,"00002646","50046000007aD8bAAE",894,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV @SrBachchan @MahindraMarazzo @havellsi...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:21:57",True,"00002647","50046000007aD8cAAE",895,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Finally its KBC time.. My all the favorite tv s...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:21:24",True,"00002603","50046000007aD7EAAU",896,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@Swetaprasad19 @SonyTV @SrBachchan Wow.. Many M...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:15:53",True,"00002558","50046000007aD4FAAU",897,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Wow finally after a long break @SrBachchan is b...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:18:00",True,"00002581","50046000007aD5wAAE",898,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"This is really something good to have  #KBC10 a...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:18:00",True,"00002582","50046000007aD5xAAE",899,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"🐥:253 #KabTakRokoge khud ko @SrBachchan ko phi...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:18:01",True,"00002583","50046000007aD5yAAE",900,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Facebook",NULL,"Sony liv app has some problem all users",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 12:12:19",True,"00002740","50046000007aDXHAA2",901,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@ReetJain15 @SrBachchan @SonyTV @babubasu Yes s...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:15:53",True,"00002557","50046000007aD4BAAU",902,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SrBachchan  Good Evening Amitji ..May Lord  #K...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:16:49",True,"00002571","50046000007aD5EAAU",903,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV hd live telecast of INDvsENG is not lo...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 16:58:48",True,"00002760","50046000007aFqCAAU",904,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Dear @SonyTV can't play @KBCsony play along. Ei...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 16:58:48",True,"00002761","50046000007aFqDAAU",905,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV your app is not working on many device...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 16:58:49",True,"00002762","50046000007aFqEAAU",906,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"I am. the only one who can't able to play on so...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 16:58:49",True,"00002763","50046000007aFqFAAU",907,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Kbc Play Along not working Problem Solution Son...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 16:58:50",True,"00002764","50046000007aFqGAAU",908,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Your app is not working due to heavy load while...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 16:58:50",True,"00002765","50046000007aFqMAAU",909,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyTV  @SrBachchan  sonyliv app not working",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 16:58:51",True,"00002766","50046000007aFqNAAU",910,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SrBachchan @SonyLIV The app is not working. Ca...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 16:58:51",True,"00002767","50046000007aFqOAAU",911,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyTV @SrBachchan @babubasu @SnehaRajani Unab...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 16:58:51",True,"00002768","50046000007aFqPAAU",912,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyTV  Sony liv app is not working..plz help",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 16:58:52",True,"00002769","50046000007aFqQAAU",913,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyTV @SonyLIV KBC Play Along is Not Working....",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:21:38",True,"00002627","50046000007aD7tAAE",914,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"I liked a @YouTube video https://t.co/mKCpccV0n...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:21:38",True,"00002628","50046000007aD7uAAE",915,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"@SonyLIV not working for KBC #KBC10",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:21:39",True,"00002629","50046000007aD7vAAE",916,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Twitter",NULL,"Eventually the wait was over and my favorite sh...",False,"2019-02-26 05:58:08",NULL,NULL,"2018-09-19 11:21:39",True,"00002630","50046000007aD7wAAE",917,NULL,NULL,"Problem Resolved",False,"General"
